text,speaker,context,sarcasm,show
"You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""",PENNY,False,True,BBT
"Hey, how are things going with your parents?",PENNY,True,True,BBT
Not great. They hired divorce attorneys.,RAJ,True,True,BBT
"You know, speaking of attorneys, if I ever needed a lawyer, I would not hire She-Hulk.",SHELDON,True,True,BBT
Are you sure a dummy like me can handle something as complicated as a blanket?,HOWARD,False,True,BBT
"Okay. On the count of three, I'll shoot the fire extinguisher and get him airborne.",LEONARD,True,True,BBT
"Howard, you wave the blanket and guide him towards the exit.",LEONARD,True,True,BBT
"Raj, you hold open the curtain so he can fly out.",LEONARD,True,True,BBT
"No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.",PENNY,False,True,BBT
This isn't so bad.,LEONARD,True,True,BBT
"That's easy for you to say. 
Your chair's not facing the lingerie section.",SHELDON,True,True,BBT
"Boy, that's a lot of panties.",SHELDON,True,True,BBT
You guys comfy? This might take a while.,AMY,True,True,BBT
"You know, I don't understand why women insist on making a big production out of buying clothes.",SHELDON,True,True,BBT
Is that why you had to take him to Office Depot last night?,PENNY,False,False,BBT
"See, I've got, uh, my tea is at the perfect sipping temperature.",SHELDON,True,False,BBT
"Uh, I have fleece-lined boxer shorts to keep my tushie toasty.",SHELDON,True,False,BBT
"And then, oh, last but not least, this inspirational cat poster, improved with the reassuring face of physics renegade Richard Feynman.",SHELDON,True,False,BBT
"As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?",SHELDON,False,False,BBT
"If I were going to Hawaii, I'd spend all my time at the Keck Observatory.
Did you know that the telescopes there have better resolution than the Hubble?",AMY,True,False,BBT
"Really?
Want to go to Hawaii?",PENNY,True,False,BBT
"Ladies?
Ladies...
Ladies?",SHELDON,True,False,BBT
Come in.,PENNY,True,False,BBT
Ladies.,SHELDON,True,False,BBT
What's up?,PENNY,True,False,BBT
"And how difficult it is to do when she's bloated, cranky and crampy?",SHELDON,False,False,BBT
What exactly do you think goes on here?,PENNY,True,False,BBT
"Well...
conversations that you wouldn't be comfortable having in front of the opposite sex.",SHELDON,True,False,BBT
"You know, who has the best cervix.",SHELDON,True,False,BBT
Which sanitary napkin is all the rage right now.,SHELDON,True,False,BBT
"Men's buttocks, and how you want to pat and squeeze them.",SHELDON,True,False,BBT
We were talking about Penny's job.,BERNADETTE,True,False,BBT
"I've, uh, created some other user accounts so I can post positive comments about their paper.",RAJ,False,False,BBT
Do you really want him to write back?,LEONARD,True,False,BBT
"Yeah, I do. No matter how he responds, I am going to destroy him with a picture of a bored cat saying, ""Oh, really?""",SHELDON,True,False,BBT
Me-wow.,LEONARD,True,False,BBT
The answer's in this puzzle box. Let's see if you can open it.,PENNY,False,True,BBT
Can you please just let it go?,BERNADETTE,True,True,BBT
"Oh, I can help you with that.",SHELDON,True,True,BBT
Imagine you're holding an ordinary pen.,SHELDON,True,True,BBT
While your favorite pen is safe and secure in your pocket.,SHELDON,True,True,BBT
Hold that thought.,HOWARD,True,True,BBT
Hello?,HOWARD,True,True,BBT
How can I make this up to you?,AMY,True,True,BBT
"No, Stuart picked out those throw pillows all on his own.",RAJ,False,True,BBT
Hold that thought.,HOWARD,True,True,BBT
Hello?,HOWARD,True,True,BBT
How can I make this up to you?,AMY,True,True,BBT
"The answer's in this puzzle box. 
Let's see if you can open it.",PENNY,True,True,BBT
You could have at least warned him about the furniture.,BERNADETTE,True,True,BBT
That's what I said when we moved it.,RAJ,True,True,BBT
You helped him?!,BERNADETTE,True,True,BBT
"Not much, but he seemed to be in a pretty good place.",RAJ,False,False,BBT
"Oh... then I choose a janitor.
'Cause I'm about to throw up.",AMY,True,False,BBT
"I'm in love.
Let's do something else.",LEONARD,True,False,BBT
"Ooh, uh, Emily gets off work soon.
Why don't the four of us go out?",RAJ,True,False,BBT
Okay. Sounds good.,AMY,True,False,BBT
Should we call Howard and Bernadette?,LEONARD,True,False,BBT
"I don't know what time their plane gets in, but let me, let me shoot them a text.",RAJ,True,False,BBT
Did he say anything about the funeral?,AMY,True,False,BBT
"I don't know, perhaps somebody took it off the carousel by mistake?",PERSON,False,False,BBT
Mr. and Mrs. Wolowitz?,PERSON,True,False,BBT
"As far as I can tell, your bag arrived in Los Angeles.",PERSON,True,False,BBT
"So, where is it?",BERNADETTE,True,False,BBT
This is why I've been saying we should keep champagne on ice.,PENNY,False,True,BBT
we decided that the time was right to take a step forward.,AMY,True,True,BBT
Okay.,LEONARD,True,True,BBT
Do you want to say it?,SHELDON,True,True,BBT
Let's say it together.,AMY,True,True,BBT
We're getting a turtle!,SHELDON,True,True,BBT
"Yeah, turns out half a dozen menorahs really sets a mood.",PERSON,False,True,BBT
Glad you guys could make it.,PERSON,True,True,BBT
Of course.,LEONARD,True,True,BBT
"Wow, it looks really pretty in here.",PENNY,True,True,BBT
"Yeah, we just want to have the kind of dinner that we've all had here so many times before.",BERNADETTE,False,False,BBT
Hi. Hello.,SHELDON,True,False,BBT
"Oh, and a special hello to Leonard, who needs to be mentioned by name.",SHELDON,True,False,BBT
Subtle.,LEONARD,True,False,BBT
"But you got it, right?",SHELDON,True,False,BBT
"Hey, guys.",HOWARD,True,False,BBT
Hey. Hi. Hello.,PENNY,True,False,BBT
"I just want everyone to know, uh, tonight's not a sad occasion.",HOWARD,True,False,BBT
"Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",SHELDON,False,True,BBT
I don't believe it matters what the topic is.,SHELDON,True,True,BBT
"What's crucial for a salon is that we conduct the discussion in an elevated and insightful way. 
It's all about the execution.",SHELDON,True,True,BBT
Of course you'd focus on that rather than the inspiration.,LEONARD,True,True,BBT
"Uh, new salon topic.
What's more important, an idea or its execution?",LEONARD,True,True,BBT
"Oh, that's fun.",BERNADETTE,True,True,BBT
It's why my people wandered the desert for 40 years. Took that long to walk it off.,HOWARD,False,True,BBT
I don't think I've eaten that much in my entire life.,PENNY,True,True,BBT
"All right, Amy's in charge of pricing and being 75.",HOWARD,False,True,BBT
"So, I put stickers on everything we're gonna sell.
We just need help taking it all out to the driveway.",BERNADETTE,True,True,BBT
"Can I be in charge of pricing?
I've been going to garage sales my whole life.",AMY,True,True,BBT
Can you believe I got these pantyhose for a nickel?,AMY,True,True,BBT
"And if I had a friend, they might have told me that.",AMY,False,False,BBT
"All right, Amy's in charge of pricing and being 75.",HOWARD,True,False,BBT
"Hey, Penny, can you give me a hand with this?",RAJ,True,False,BBT
"Sure. Aw, we had one of these growing up. I used to play all the time.",PENNY,True,False,BBT
"Oh, yeah? I love Ping-Pong.",RAJ,True,False,BBT
"Oh, I meant beer pong.",PENNY,True,False,BBT
"I had a table, too, but I didn't have any friends, so all I did was serve.",AMY,True,False,BBT
"You know, you can leave one side up and play against it.",BERNADETTE,True,False,BBT
Then buckle up; you're in for a cranky night.,SHELDON,False,False,BBT
It's not like I was invited to Richard Feynman's house and have anything better to do.,SHELDON,True,False,BBT
Is this how the rest of the night's going to be?,AMY,True,False,BBT
I don't know the future.,SHELDON,True,False,BBT
"Do you think there's a chance that an asteroid could hit the Earth, destroying Feynman's house and everyone in it?",SHELDON,True,False,BBT
"No, Sheldon.",AMY,True,False,BBT
"Oh, just put it in your mouth and pop it like a zit.",HOWARD,False,False,BBT
What's going on in here?,BERNADETTE,True,False,BBT
I am making molecular cocktails. This sphere is actually a cosmopolitan.,HOWARD,True,False,BBT
How do you drink it?,BERNADETTE,True,False,BBT
"No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",LEONARD,False,True,BBT
"Leonard, what time does your mom's plane get in?",PENNY,True,True,BBT
I don't know-- some time tomorrow morning.,LEONARD,True,True,BBT
Don't you want to know for sure?,PENNY,True,True,BBT
"Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice.",PERSON,False,False,BBT
"I don't want to rush you, but I'm closing a little early tonight.",PERSON,True,False,BBT
Ooh. Hot date?,RAJ,True,False,BBT
"Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am.",RAJ,False,False,BBT
"Okay. Well, then it's settled: small indoor church wedding, black-tie, no butterflies.",LEONARD,True,False,BBT
Sounds perfect. Great.,PENNY,True,False,BBT
You still didn't pick a date.,SHELDON,True,False,BBT
Stay out of it! Shut up!,PENNY,True,False,BBT
"Wow, there's a Denny's in Vegas you can actually get married in.",PENNY,False,False,BBT
"Stuart: It's just my dad, probably calling to wish me a happy birthday. I'll call him back.",PERSON1,True,False,BBT
You were saying?,PERSON1,True,False,BBT
"Look, Raj, be honest with me. If you want to end things, just do it. Don't expect me to do it for you.",PERSON2,True,False,BBT
End things? I'm trying to tell you that I love you.,RAJ,True,False,BBT
Happy birthday to you.,HOWARD,True,False,BBT
"Wow, there's a Denny's in Vegas you can actually get married in.",PERSON1,True,False,BBT
"I guess he wants to do a little dance, you know, make a little love. Well pretty much get down to that.",CHANDLER,False,True,FRIENDS
Hey who is this Casey?,ROSS,True,True,FRIENDS
Oh some guy she met in the movies,PHOEBE,True,True,FRIENDS
Oh really? What does he want with her?,ROSS,True,True,FRIENDS
You have to stop the Q-Tip when there is resistance,CHANDLER,False,True,FRIENDS
"My family's been going to him forever. He did my first suit when I was 15. No wait 16. Excuse me, 15 ...  Alright when was 1990?",JOEY,True,True,FRIENDS
"Joey if I go first, I want to be looking for my keys",CHANDLER,False,True,FRIENDS
"When their pets pass on, they want them sort of laid out like they are sleeping. But, occassionally theres a person who wants them in a pose like chasing their tail or uh, jumping to catch a frizbee.",PERSON,True,True,FRIENDS
Yes yes it is! In Prison!!,ROSS,False,True,FRIENDS
"Your tailor, is a very bad man.",CHANDLER,True,True,FRIENDS
Frankie what are you talking about?,JOEY,True,True,FRIENDS
"Hey, whats going on?",ROSS,True,True,FRIENDS
Joey' trailer took advantage of me,CHANDLER,True,True,FRIENDS
"No way, I have been going to the guy for twelve years",JOEY,True,True,FRIENDS
"Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite",CHANDLER,True,True,FRIENDS
What?,ROSS,True,True,FRIENDS
Cupping.,CHANDLER,True,True,FRIENDS
"That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ?",JOEY,True,True,FRIENDS
"Uh, so how many cameras are actually on you.",CHANDLER,False,True,FRIENDS
Where's Monica?,PERSON1,True,True,FRIENDS
Over here Dad,MONICA,True,True,FRIENDS
How to you zoom out? There she is,PERSON2,True,True,FRIENDS
Some girl ate Monica,JOEY,True,True,FRIENDS
"Shut up, the camera adds 10 pounds.",MONICA,True,True,FRIENDS
But younger than some buildings!,CHANDLER,False,True,FRIENDS
"I know Richard's really nice and everything, it's just that we don't know him really well you know, plus he is old  ...  er than some people.",CHANDLER,True,True,FRIENDS
"And then and then you clicked it again, she's dressed. She is a business woman, she is walking down the street and oh oh oh she's naked.",CHANDLER,False,False,FRIENDS
Did you have fun at the bachelor's party last night?,RACHEL,True,False,FRIENDS
"Oh yeah, look what I got, she is fully dressed right. And then you click it and oh oh she naked.",CHANDLER,True,False,FRIENDS
Oh no donÕt go. I have scared you. I have said too much. I am hopeless and awkward and desperate for love.,CHANDLER,False,False,FRIENDS
"I am not divorced yet. Chandler, you know you just invited me over here for pasta and all of a sudden you are talking about moving in together. I wasn't even that hungry. Its getting really late and I should just umm.",PERSON,True,False,FRIENDS
Sounds like she has got the whole package!,MONICA,False,True,FRIENDS
How was your date with Ginger.,MONICA,True,True,FRIENDS
"Great. It was great. She is , uh, she is great, great looking, great personality, she is greatness",CHANDLER,True,True,FRIENDS
Yeah either that or gloria estefan was right eventually the rhythm is going to get you,CHANDLER,False,True,FRIENDS
"Oh Mommy, Oh Daddy, I am a big ol Baddy.",JOEY,True,True,FRIENDS
I guess he must have gotten the part in the play.,ROSS,True,True,FRIENDS
I'd miss you if I broke up with you. Just trying to be supportive.,CHANDLER,False,False,FRIENDS
"So Rachel called, wants to see me. Going over in a minute.",ROSS,True,False,FRIENDS
"Wow, what do you think she wants?",JOEY,True,False,FRIENDS
"Well, maybe the crazy fog has lifted and she realizes that life without me a sucks.",ROSS,True,False,FRIENDS
"Its possible, you are very lovable.",CHANDLER,True,False,FRIENDS
"Oh, uh, no thanks. I just had an M&M.",CHANDLER,False,True,FRIENDS
"Hey, you guys the water is great. You should really go in!",PERSON,True,True,FRIENDS
"Okay, but if you are not coming back soon, there is pretty much nothing I can do about it",CHANDLER,False,True,FRIENDS
Saucy.,CHANDLER,True,True,FRIENDS
I'll be back in two minutes.,PERSON,True,True,FRIENDS
You are going to leave me like this,CHANDLER,True,True,FRIENDS
"Knowing you are here, waiting for me, it is kind of exciting isn't it?",PERSON,True,True,FRIENDS
You can't do anything.,JOEY,False,False,FRIENDS
Pickin up wedding dresses. Wapah.,CHANDLER,True,False,FRIENDS
Whats wapah,ROSS,True,False,FRIENDS
"You now, whipped. Wapah",CHANDLER,True,False,FRIENDS
That's not whipped,JOEY,True,False,FRIENDS
"That's what I did, wapah.",CHANDLER,True,False,FRIENDS
I'll catch you guys later.,CHANDLER,False,False,FRIENDS
"Hi, excuse me, is Rachel Green here? I'm supposed to meet her for lunch.",CHANDLER,True,False,FRIENDS
Oh she doesn't come here anymore. You can find her up on 10th.,PERSON,True,False,FRIENDS
Okay great.,CHANDLER,True,False,FRIENDS
Really?,MONICA,False,False,FRIENDS
Honey the Miami vice sound track?,MONICA,True,False,FRIENDS
"Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",CHANDLER,False,True,FRIENDS
After the party I saw Rachel kissing that jerk from her office out on your balcony.,ROSS,True,True,FRIENDS
"Oh my god, you almost gave me a heart attack!",CHANDLER,False,True,FRIENDS
"Okay, I am officially unpacked. Thanks for helping me man. Joey?",CHANDLER,True,True,FRIENDS
Janice? Janice?,CHANDLER,False,True,FRIENDS
Will you get me a white zinfandel and glass of red for Janice.,PERSON,True,True,FRIENDS
"I am sorry, it was a one time thing. I was very drunk and it was someone else's subconscious",CHANDLER,False,True,FRIENDS
"You and I were, uh",RACHEL,True,True,FRIENDS
doing it on this table,PHOEBE,True,True,FRIENDS
You okay there?,CHANDLER,True,True,FRIENDS
I can't belive you two had sex in her dream.,ROSS,True,True,FRIENDS
"And sometimes I would want you to steal third, and I'll go like this.",CHANDLER,False,True,FRIENDS
"And sometimes I may be away longer, like this. But I'll still always come back, like this.",ROSS,True,True,FRIENDS
Crazy bitch!,CHANDLER,False,True,FRIENDS
Well the tough thing is she really wants to have sex with me.,JOEY,True,True,FRIENDS
"Yes, the doctor's say if they remove it, he will die!",CHANDLER,False,True,FRIENDS
"This one's from Joey, feels like a book, think itÕs a book. And itÕs a book!",RACHEL,True,True,FRIENDS
Oh its Dr. Suse.,PHOEBE,True,True,FRIENDS
That book got me through some tough times,JOEY,True,True,FRIENDS
There is a little child inside this man.,PERSON,True,True,FRIENDS
And I just won a million dollars!,CHANDLER,False,False,FRIENDS
"I don't want to be single. I just, I just want to be married again.",ROSS,True,False,FRIENDS
You sure he is going to be able to crack that code?,CHANDLER,False,True,FRIENDS
"Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.",CHANDLER,True,True,FRIENDS
"These people find out that a spelling game is going over there, there will be nobody left at our party.",CHANDLER,False,True,FRIENDS
Could guys please try to keep It down? We are trying to start a tournament.,MONICA,True,True,FRIENDS
"Oh, wait a minute, I have no one.",CHANDLER,False,True,FRIENDS
Hi.,ROSS,True,True,FRIENDS
What's the matter with you?,RACHEL,True,True,FRIENDS
Mean guys at the coffee house took my hat,CHANDLER,True,True,FRIENDS
You kidding,JOEY,True,True,FRIENDS
"It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.",ROSS,True,True,FRIENDS
Actually I yesterday I was smoking again. Today I am smoking still.,CHANDLER,False,True,FRIENDS
Boy do I feel bad,PHOEBE,True,True,FRIENDS
very bad.,MONICA,True,True,FRIENDS
Chandler what are you doing?,PHOEBE,True,True,FRIENDS
Chandler?,MONICA,True,True,FRIENDS
"Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.",CHANDLER,False,True,FRIENDS
"Damn, tail pipe's not hot enough to light this.",CHANDLER,True,True,FRIENDS
"Relax ok? I can get this open, anybody got a coat hangar?",JOEY,True,True,FRIENDS
"I thought if I littered, that crying Indian might come by and save us.",CHANDLER,False,True,FRIENDS
"Chandler, what are you doing? There is a trash can right there!",RACHEL,True,True,FRIENDS
Huh! Whats dufus speled backwards?,MONICA,False,True,FRIENDS
Okay done,JOEY,True,True,FRIENDS
Whats pleh?,MONICA,True,True,FRIENDS
ThatÕs Help spelled backwards so that helicopters can read it from the air.,JOEY,True,True,FRIENDS
"Oh no, now its not gonna make any sense",CHANDLER,False,True,FRIENDS
Oh Oh car car.,RACHEL,True,True,FRIENDS
Its Ross on one of his drives,PHOEBE,True,True,FRIENDS
What is he doing here?,RACHEL,True,True,FRIENDS
"He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.",ROSS,True,True,FRIENDS
"Nope, that patch is no good.",CHANDLER,False,True,FRIENDS
Okay thatÕs like the least fun game ever.,CHANDLER,True,True,FRIENDS
Well I am really sick of your smoking. So I brought something that is going to help you quit.,RACHEL,True,True,FRIENDS
"If that doesn't keep kids in school, what will?",CHANDLER,False,True,FRIENDS
Two week straight and she hasn't smoked since.,RACHEL,True,True,FRIENDS
So how did you guys meet?,MONICA,True,True,FRIENDS
"Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class.",PERSON1,True,True,FRIENDS
And he was my best student.,PERSON2,True,True,FRIENDS
Yes she was my best teacher.,PERSON1,True,True,FRIENDS
"Hey, my father's house does that.",CHANDLER,False,False,FRIENDS
And! And!,PHOEBE,True,False,FRIENDS
Ah!,RACHEL,True,False,FRIENDS
Were you so late because you were burying this woman?,CHANDLER,False,True,FRIENDS
Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy.,ROSS,True,True,FRIENDS
I am so confused as to what we have been doing so far.,CHANDLER,False,True,FRIENDS
Thirty seconds all the questions we can answer,ROSS,True,True,FRIENDS
"You guys are dead, I am so good in lightning rounds.",MONICA,True,True,FRIENDS
"I majored in lightning rounds, alright! We are gonna destroy you!",CHANDLER,True,True,FRIENDS
Wanna bet?,MONICA,True,True,FRIENDS
A tshirt that says - I don't belong here.,CHANDLER,False,True,FRIENDS
"Hey guys, what should I wear to a Nick's game?",MONICA,True,True,FRIENDS
"Oh Oh, I am convinced!",CHANDLER,False,True,FRIENDS
What if you could keep the apartment and get the tickets.,RACHEL,True,True,FRIENDS
Done,JOEY,True,True,FRIENDS
"Let me finish, talking about a bet, winner takes all",RACHEL,True,True,FRIENDS
We could end up with nothing.,JOEY,True,True,FRIENDS
Or you could end up with everything,PHOEBE,True,True,FRIENDS
I like that!,JOEY,True,True,FRIENDS
So what do you say?,MONICA,True,True,FRIENDS
No,CHANDLER,True,True,FRIENDS
Just do it!,MONICA,True,True,FRIENDS
Oh just like give a minute to wake up for this  ...  Ha ha! You lost the ring. You the worst best man ever!,CHANDLER,False,False,FRIENDS
"The stripper stole the ring! The stripper stole the ring! Chandler get up get up, the stripper stole the ring.",JOEY,True,False,FRIENDS
"Pheebs, you may know this, you know strange things. What is the boiling point of brain?",CHANDLER,False,True,FRIENDS
"Maybe I should get another pair. Oh, you know they had some with uh, with  fringe all down the sides.",ROSS,True,True,FRIENDS
And the bunny got away!,CHANDLER,False,True,FRIENDS
Look out! You almost crushed my hat,JOEY,True,True,FRIENDS
Sorry,ROSS,True,True,FRIENDS
And you are gonna make them all disappear.,CHANDLER,False,True,FRIENDS
This would be the place where you explain the hat,ROSS,True,True,FRIENDS
"Oh, Okay. This is called the top hat?",JOEY,True,True,FRIENDS
And why are you wearing this? Is it top hat?,ROSS,True,True,FRIENDS
"Oh , yeah. There's this play right. And I am up for the part of this real cool like suave, international guy. A real close horse. So I figured everyone in the audition is gonna be wearing this kind of, you now, ultra hip, high fashion stuff.",JOEY,True,True,FRIENDS
"Wow you look just like your son, Mrs. Tribbiani",CHANDLER,False,True,FRIENDS
[Laughs],PERSON,True,True,FRIENDS
Your makeup?,ROSS,False,True,FRIENDS
"Are you referring to my man's bag? At first it I thought it just look good. But its practical too, check it out! Its got compartments for all your stuff. Your wallet, your key, your addressbook.",JOEY,True,True,FRIENDS
I'm sorry man there is never a good time to have to .. Stop catching on fire.,CHANDLER,False,True,FRIENDS
"When I had insurance I could get hit by a bus or catch on fire, it wouldn't matter. Now I got to be careful?",JOEY,True,True,FRIENDS
Joey's got a really bad hernia but its nothing that a laser eye surgery wont fix,CHANDLER,False,True,FRIENDS
"Thank you, but it would take me forever to pay  you that money back and I don't want that hanging on my head. Besides, soon as my insurance kicks in I' ll all the free operations I want. T'll probably start with that laser eye surgery.",JOEY,True,True,FRIENDS
"See now that I see crying over, but Bambi, is a cartoon.",CHANDLER,False,True,FRIENDS
"You know whats sadder than this? Bambi. I cried for three days with that movie. No wait two, cause on the thrid day my mother killed herself, so I was partly crying for that.",PHOEBE,True,True,FRIENDS
"Because his penis was too big. I am sorry, thatÕs the kind of thing I do.",CHANDLER,False,False,FRIENDS
"I am sorry, why did Phoebe and Mike breakup?",PERSON,True,False,FRIENDS
"Oh hurry up, I want to sign that.",CHANDLER,False,True,FRIENDS
"But that reminds me, sign this.",PERSON,True,True,FRIENDS
What is it?,ROSS,True,True,FRIENDS
"Its nothing, just that you can't sue the city incase you scrap your knee or your know get your head blown off.",PERSON,True,True,FRIENDS
"Nice jon Joe, you are quite the craftsman!",CHANDLER,False,True,FRIENDS
What are you doing?,JOEY,True,True,FRIENDS
Key is stuck in the lock.,CHANDLER,True,True,FRIENDS
"I could fix it hold on hold on, watch out watch out.",JOEY,True,True,FRIENDS
It still doesn't work!,CHANDLER,True,True,FRIENDS
I am not finished.,JOEY,True,True,FRIENDS
Well thank God your livelihood doesn't depend on it.,CHANDLER,False,True,FRIENDS
"Hey, I need you to set me up for a joke. Later when Monica is around I need you to ask me about firetrucks",CHANDLER,True,True,FRIENDS
"I don't know Chandler, I am not so good with remembering lines.",JOEY,True,True,FRIENDS
Oh I left them in my bulldozer .. I don't have tools!,CHANDLER,False,True,FRIENDS
It isnt working,JOEY,True,True,FRIENDS
We have to unscrew the chain,MONICA,True,True,FRIENDS
"Hurry, I can't feel my ears",JOEY,True,True,FRIENDS
Can you ever feel your ears?,CHANDLER,True,True,FRIENDS
Interesting,JOEY,True,True,FRIENDS
"We were wondering what was taking so long with the gift, but now we understand you were doing this.",CHANDLER,False,True,FRIENDS
"Quack quack, quack quack, quack quack.",JOEY,True,True,FRIENDS
Oh tons. I am quite the woodsman.,CHANDLER,False,True,FRIENDS
"Okay, lets find these birds.",CHANDLER,True,True,FRIENDS
"Wait wait, you hear that? There are in the table?",JOEY,True,True,FRIENDS
That can't be good,CHANDLER,True,True,FRIENDS
We have to get them out of there,JOEY,True,True,FRIENDS
how?,CHANDLER,True,True,FRIENDS
"Maybe we can lure them out, you know of any bird calls?",JOEY,True,True,FRIENDS
If only there was something in your head to control the things you say.,CHANDLER,False,True,FRIENDS
"Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time.",JOEY,True,True,FRIENDS
"Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.",CHANDLER,False,True,FRIENDS
"So uh, does it do anything uh special?",ROSS,True,True,FRIENDS
"I am sorry, we donÕt have your sheep.",CHANDLER,False,True,FRIENDS
Hey,RACHEL,True,True,FRIENDS
"No, rabies.",CHANDLER,False,True,FRIENDS
What what?,CHANDLER,True,True,FRIENDS
"Hey, shaving?",JOEY,True,True,FRIENDS
Was that place the sun?,CHANDLER,False,True,FRIENDS
"Hold on, there is something different.",CHANDLER,True,True,FRIENDS
I went to their tanning place your wife suggested.,ROSS,True,True,FRIENDS
Maybe he was nervous.,CHANDLER,False,True,FRIENDS
"Whoa ostralopificus isn't supposed to be in that display. No, no, Homohabilus was erect, Ostralopificus was never fully erect.",ROSS,True,True,FRIENDS
"No you are not Chandler, we still love you Chandler",CHANDLER,False,True,FRIENDS
"Okay you are right, I am in love with Joey's girlfriend.",CHANDLER,True,True,FRIENDS
What? How is that possible? You barely know her.,PHOEBE,True,True,FRIENDS
"I don't know. I can't . I just, I can't get her out of my head you know. I am a very bad person. I am a horrible person.",CHANDLER,True,True,FRIENDS
We got a box.,JOEY,False,False,FRIENDS
"When that guy was robbing us and I was locked in the entertainment unit for like six hours, do you know what I was doing there in all that time? I was thinking about how I let you down. Yeah. But if I had known what kind of friend you would turn out to be, I wouldn't have worried about it so much. See you around!",JOEY,True,False,FRIENDS
"Wait! Just wait one second. There has to be something that I can do, something. If we still had that entertainment unit, I would get in there for six hours and think about  how I let you down.",CHANDLER,True,False,FRIENDS
I was saying the actual words,CHANDLER,False,True,FRIENDS
Well cathy's last boyfriend was Joey.,CHANDLER,True,True,FRIENDS
And you're afraid you wont be able to fill his shoes,ROSS,True,True,FRIENDS
His legs flail about as if independent from his body,CHANDLER,False,False,FRIENDS
"According to Chandler, what phenomenon scares the bejesus out of him?",ROSS,True,False,FRIENDS
Michael flatly lord of the dance,MONICA,True,False,FRIENDS
That is correct!,ROSS,True,False,FRIENDS
The Irish gig guy?,JOEY,True,False,FRIENDS
"Yes you can. You're thinking about time, you can't go back in time.",CHANDLER,False,False,FRIENDS
You know what I knew something like this is gonna happen,CHANDLER,True,False,FRIENDS
"What are you doing? Chandler, you can't just go back a phase",MONICA,True,False,FRIENDS
Did I wake you?,CHANDLER,False,True,FRIENDS
Are you kidding me? Joey Joey Joey Joey!,CHANDLER,True,True,FRIENDS
Great! Now we can do laundry all night. All night laundry!,CHANDLER,False,True,FRIENDS
"Actually, I was gonna do some laundry. Chandler, do you wanna do it with me?",MONICA,True,True,FRIENDS
Sure I will do it with you,CHANDLER,True,True,FRIENDS
"You don't mind do you, that would really help me a lot Thanks.",RACHEL,True,True,FRIENDS
I don't think I have enough quarters,MONICA,True,True,FRIENDS
I have quarters!,PHOEBE,True,True,FRIENDS
"ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths",CHANDLER,False,True,FRIENDS
That's a good one. Mine is to pilot a commercial jet.,PHOEBE,True,True,FRIENDS
"You know some might find it amusing, I myself find it regular.",CHANDLER,False,True,FRIENDS
What an interesting approach to guitar instruction.,CHANDLER,True,True,FRIENDS
"And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh.",CHANDLER,False,True,FRIENDS
"I can't take it any more! So you win, okay? Pheebs? Flying a jet? Better make it a spaceship so that you can get back to your home planet! And Ross, phone call for you today. Tom Jones, he wants his pants back!",CHANDLER,True,True,FRIENDS
"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",CHANDLER,False,True,FRIENDS
"How old is that sock!. If I had a sock on my hand for thirty years, it would be talking too.",CHANDLER,True,True,FRIENDS
"Okay, I think its time to change somebody's nicotine patch.",ROSS,True,True,FRIENDS
It was an accident. Not like I was across the street with a telescope and a box of donuts.,CHANDLER,False,True,FRIENDS
Still upset because I saw her boobies.,CHANDLER,True,True,FRIENDS
Well what? What were you doing seeing her boobies?,ROSS,True,True,FRIENDS
"Hey, that's Joincidence with a C",CHANDLER,False,True,FRIENDS
You know what I just realized? Joker is poker with a J. Coincidence?,PHOEBE,True,True,FRIENDS
